SNAME,SEINetName,county,institutionCode,identifiedBy,collector,collectionNumber,eventDate,year,modified,habitat,substrate,verbatimAttributes,occurrenceRemarks,associatedTaxa,reproductiveCondition,locality,locationRemarks,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,references,SEINet_id,occurrenceID,catalogNumber,accessionNumber,SEINetName_binomial,SEINetName_tri_shift,institutionCode_CNHP,textName,institutionCount,Unnamed: 3,iNatName,gbifID,otherCatalogNumbers,iNatName_binomial,iNatName_tri_shift,SFID,EOID,Descriptor,Locator,FeatureType,UncertType,UncertDist,DistanceUnit,DigiCom,MapCom,DigiBase,RepAcc,CValue2020,GELEMENTID,SELEMENTID,ELCODE,MAJORGROUP,GNAME,GCOMNAME,SCOMNAME,GRANK,SRANK,RNDGRANK,TRACK,INACTIVE,TRACKCOM,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,ECOSCALE,AQDEP,ENDEMISM,TRACKJUST,ELSENSJUST,GLOBALSSEQID,CLASSIFICATIONSTATUS,ORIGIN
Alopecurus aequalis,Alopecurus aequalis,Douglas,DBG,,Loraine Yeatts,6769,7/9/2019,2019,4/29/2024 10:54,"In open meadow along historic irrigation ditch at edge of trickling stream; associates include Salix exigua, Cirsium flodmannii, Veronica serpyllifolia ssp. humifusa, Carex nebraskensis, Epilobium ciliatum, Juncus dudleyi, J. ensifolius var. montanus, Lypcopus americanus; clump grass; uncommon locally",Quaternary high level terrace deposits over Fountain Formation substrate,,Sandstone Ranch Botanical Survey Douglas County Open Space.,"Salix eriocephala var. ligulifolia, Cirsium flodmannii, Veronica serpyllifolia ssp. humifusa, Carex nebraskensis, Epilobium ciliatum, Juncus dudleyi, Juncus ensifolius var. montanus, Lypcopus americanus","flower, fruit","Front Range, Douglas County Open Space, Sandstone Ranch, W. Plum Creek drainage, Gove Creek tributary",,39.2128,-104.95158,13 S 504180E 4340393N,WGS 84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=24010952,24010952,1e0943a2-8e5b-48d7-bd3f-ba014a9917ad,KHD00076100,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Douglas,DBG,Janet L. Wingate,Janet L. Wingate,13189,6/21/2019,2019,4/29/2024 10:54,"Riparian community. Growing in shallow, still water at edge of Gove Creek.",,,"Army Corps of Engineers Wetland Indicator Value (WMVC): OBL. Coefficient of Conservation Value: 4 (Floristic Quality Assessment Indices for Colorado Plant Communities, doi:10.13140/RG.2.1.2634.8248). Tissue sample collected. Sandstone Ranch Botanical Survey Douglas County Open Space.",Carex nebrascensis; Juncus ensifolius; Salix bebbiana; Eleocharis sp.,,"Sandstone Ranch. Douglas County Open Space. Front Range, West Plum Creek Drainage, Gove Creek tributary. 2038 acre property located approximately 3.25 air miles west-southwest of Larkspur, Colorado, and 3.25 air miles southeast of Perry Park, Colorado.",,39.22746,-104.95775,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=23991859,23991859,1771a6b1-f1e0-406a-a4ed-1062342b8b3f,KHD00072544,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Grand,DBG,,R. J. Rondeau; D. Randolph,93-729,8/17/1993,1993,4/29/2024 10:54,Riparian community dominated by Picea engelmannii and mesic forbs.,,,CNHP Riparian Vegetation Study.,,Flr,"Rocky Mountain National Park, Lulu Creek, approx. 0.2 mile above Grand Ditch and 1 mile upstream of confluence with Colorado River.",,40.46306,-105.86154,T3N R76W SEC29 SE¼ of NE¼,WGS84,COLO IMLS 2015; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic TOPO!,,I placed the point in the SE 1/4 of the NE 1/4 of section 25. Lulu Creek does not flow through section 29. Township here is 6N not 3N. RA; Georeferenced 28 January 2016,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=30158744,30158744,ed5a79e2-8546-4a99-b675-c1dc519bd749,KHD00075499,,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Abronia nana,Abronia nana,Mesa,DBG,,Loraine Yeatts,5476,5/21/2007,,4/29/2024 10:54,Open SW facing gypsiferous clay slope with cryptobiiotic and lichen covered soil.,,"caespitose plants from massive taproot, forming dense mats up to 6 in in diameter; flowers white, nocturnal; relatively common locally but restricted in distribution",,"Krascheninnikovia lanata, Achnantherum hymenoides, Hilaria jamesii, Sporobolus neahlleyi, Sphaeralcea parvifolia, Lappula marginata",Flower,Sinbad Valley near head of Salt Creek Canyon ca. 6 mi up Mesa Co Rd 7.2 (junct w/CO Hwy 141 at 12.7 mi S of Gateway bridge over Dolores R.); Hermosa Formation,,38.526911,-109.002182,NAD 27 12 0674153E 4265964N,,,"Terrain Navigator, Graphical Locater",,Certainty code: 1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=30399144,30399144,3d6206e0-b50d-4c33-ab8e-8d23015a6b41,KHD00076468,,Abronia nana,Abronia nana,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,,551,419414,PDNYC010H0,Vascular Plants,Abronia nana,Dwarf Sand-verbena,Dwarf Sand Verbena,G4,S1,G4,N,N,Tracked as var.,,,,N,LOCAL,N,N: No (the element is not endemic),"meets minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,140110,1,Native
Alopecurus aequalis,Alopecurus aequalis,Teller,DBG,,Maria Minno,,6/23/1985,1985,4/29/2024 10:54,,,,Pikes Peak Research Station Herbarium; accession # 267,,,Witcher Ranch.,,38.8272,-105.3298,T14S R71W S03,WGS84,,ArcGIS REST Services Directory,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=27603452,27603452,1cfdae9c-a7a0-4275-a6b0-96b872072805,KHD00070052,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Custer,DBG,Janet L. Wingate,Janet L. Wingate,11780,7/21/2017,2017,4/29/2024 10:54,Creekside.,Wet soil.,,,"Veronica americana, Mimulus guttatus, Ranunculus hyperborus",Flower,"Ophir Creek, Ophir Creek Road.",,38.03394,-105.14646,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=16883181,16883181,a75e8514-96b4-45bd-b4fd-e2bc5d505692,KHD00064693,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis ssp. aequalis,Rio Grande,DBG,Janet L. Wingate,Jeanette Flaig,495,7/8/2003,,4/29/2024 10:54,Roadside.,,,,,flower and fruit,"Eastern San Juan Mountains: Rio Grande National Forest: along Forest Road 345; east edge of north end of Hogback Mesa, ca 14 air mi SW of Del Norte.",,37.5458,-106.5534,"N37.5458, W106.5534; T38N R4E S10 South1/2",,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=17594835,17594835,f04fefc2-eb8a-4710-b867-79eb62bc6a3f,KHD00064075,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Chaffee,DBG,Janet L. Wingate [KHD],Melissa Islam,12-356,8/20/2012,2012,4/29/2024 10:54,Ponderosa Pine-Douglas Fir forest.,,,,Pinus ponderosa; Pseudotsuga menziesii,,"San Isabel National Forest near Mushroom Gulch, ca. 7 miles E of Buena Vista. Ca. ½ mile southeast of the junction of US HWY 24 and Co. Rd. 307 along Co. Rd. 307 near Trout Creek.",,38.837961,-106.002097,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=17747359,17747359,708f564f-ad6a-4fbe-841c-18e8ea73380c,KHD00066272,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Jackson,DBG,Janet Wingate,Mike Kintgen,164-2017,7/15/2017,2017,4/29/2024 10:54,Fellfield.,,,"On shoulder of flattop . Collected as part of Kintgen's master's thesis study, ground vegetation plot data also available.",,,"Routt National Forest. Rocky Ridge leading up to Flattop Mt, right after ridge to Bear Mt enters from the right.",,40.80436667,-106.6325333,40.47.41N 106.38.11W,WGS84,,,,Coordinates converted to decimal degrees from degrees decimal minutes.,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=17049597,17049597,e74b1df2-742e-41d0-8e53-07681fd6bd66,KHD00066139,,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Routt,DBG,,Janet L. Wingate,11050,8/10/2016,2016,4/29/2024 10:54,Lake shore.,Mud.,Short straight awn.,One plant.,Carex aquatilis,Fruit,"Lake Lagunita, Routt National Forest, ca. 7 air miles NE of Toponas, near Lynx Pass Campground.",,40.10799,-106.68051,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12433432,12433432,7e1bf057-3420-498d-b62e-a0f18ba59fbd,KHD00063656,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Douglas,DBG,Janet Wingate,Peter Zerbe,198,6/28/2017,2017,4/29/2024 10:54,"Flat land near waters edge. Under giant Picea engelmannii, near beaver damn. Slope < 10°",Moist soil,Orange anthers,Tissue sample collected. Douglas County Private Property Botanical Survey.,,,"6.1 driving miles west of the intersection of S. Perry Park Road (County Road 105) and Dakan Road in Sedalia, Colorado; approximately 4.75 air miles northwest of Perry Park, Colorado. Main structure on landowner's private property.",,39.31141,-105.04454,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=15811305,15811305,7fc1d1f8-d9ce-4bc5-8650-6afe4c2d8197,KHD00065172,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Douglas,DBG,Janet Wingate,Peter Zerbe,240,7/24/2017,2017,4/29/2024 10:54,Collected along creek. Riparian area. Slope < 10°,Moist soil,The leaves are short. Cylindrical inflorescence. Blooms are white to yellow with bright orange anthers,Tissue sample collected. Douglas County Private Property Botanical Survey.,,,"6.1 driving miles west of the intersection of S. Perry Park Road (County Road 105) and Dakan Road in Sedalia, Colorado; approximately 4.75 air miles northwest of Perry Park, Colorado. Main structure on landowner's private property.",,39.31047,-105.04337,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=15811347,15811347,8bea0037-65b5-4f9b-aa79-2622447f205b,KHD00065108,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Jackson,DBG,Janet L. Wingate,Janet L. Wingate,12508,7/28/2018,2018,4/29/2024 10:54,Grazed sedge meadow. Edge of water of old oxbow of river.,Wet soil or water.,,Fischer private property botanical survey. Tissue sample taken.,"Torreyochloa pauciflora, Alopecurus aequalis, Poa palustris.",,"North Park, Michigan River, S of jc Rd 12E, approx. 3/4 mile S of Jackson Reservoir, approx. 2 miles E of Walden.",,40.72255,-106.24724,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20975733,20975733,003110f5-6d4c-478f-be97-360df8114605,KHD00068609,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Douglas,DBG,Christina Alba,Christina Alba,1605,6/29/2018,2018,7/16/2024 9:50,"Flat, riparian habitat along year-round creek with typical riparian species including willow, cottonwood, alder, chokecherry, horsetail, cutleaf coneflower, and sedges; also some ruderals including toadflax and Canada thistle. Part of creek margins thinned by landowners. Landowners actively engaged in forest thinning according to Forest Service best practices.",Occurs within the Pike's Peak Batholith,,Douglas County Private Property Botanical Survey. Tissue sample collected.,Equisetum arvense,,"6.1 driving miles west of the intersection of S. Perry Park Road (County Road 105) and Dakan Road in Sedalia, Colorado; approximately 4.75 air miles northwest of Perry Park, Colorado; main structure on landowner's private property.",,39.3113889,-105.0444444,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20927762,20927762,3fe68763-2ff2-479c-b56a-67cdde087b9c,KHD00070772,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Hinsdale,DBG,Sue Janssen,Sue Janssen,201,7/15/2018,2018,4/29/2024 10:54,Spruce forest. Dry conditions. Terrain: West-facing slope; Slope in degrees: 20; Slope Aspect: W; Disturbance History: Colorado Trail construction. Moderate human traffic;,"Goosepeak, cool-Seitz gravelly loam",,Tissue sample collected for Global Genome Initiative. <a href='https://inaturalist.org/observations/149737851' target='_blank' style='color: blue';>iNaturalist Record: 149737851</a>,Poa compressa; Fragaria virginiana; Achillea millifolium,Flower,"Colorado Trail, about 1 mile west of highway 149 trailhead (Spring Creek Pass). Rio Grande National Forest. Colorado Trail/Continental Divide Trail near Spring Creek Pass.",,37.9391,-107.1452,,WGS84,,CalTopo Maps,,Checked GPS coordinates and updated county (2023-02-26),https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21305803,21305803,62ac80db-c1bf-4a22-8bda-273b4571cb37,KHD00072367,,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Douglas,DBG,Jan L. Wingate,Christina Alba,323,7/10/2017,2017,4/29/2024 10:54,"Year-round creek and adjacent slopes of ~30 degrees with E aspect; mixed conifer overstory along certain stretches; riparian species creekside (Alnus incana; Salix sp.; Acer glabrum) grading into Quercus gambelii, Rosa sp., fireweed, Canada thistle, solidago and other herbaceous species on more upland slopes","Creekside soil grading into more gravelly soils in adjacent, more upland locations","Scattered abundance, creekside in moist soil.",Douglas County Private Property Botanical Survey,Solidago sp.,,"6.1 driving miles west of the intersection of S. Perry Park Road (County Road 105) and Dakan Road in Sedalia, Colorado; approximately 4.75 air miles northwest of Perry Park, Colorado; main structure on landowner's private property.",,39.31063,-105.04335,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20864840,20864840,d6f738e2-6606-44df-978f-374cd86a756f,KHD00070615,,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Larimer,DBG,,Pam Regensberg,460,6/29/2010,2010,4/29/2024 10:54,"In an intermittently wet, cattle trampled meadow with Juncus balticus ssp. arcticus, Schoenoplectus pungens,Carex aurea and Carex craweii",,Uncommon,Soapstone Prairie Floristic Inventory,,flower,"Soapstone Prairie, City of Fort Collins Natural Area, Ca. 18.5 mi. N. of Wellington just W. of Graves Creek",,40.965758,-105.015759,NAD83 13 0498674E 4534956N 7.5' Round Butte Quad,,,Terrain Navigator,,Certainty Code: 1 T12N R68W SEC33,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3197908,3197908,09737698-691b-4acb-89c1-d65aa398227c,KHD00027312,49163,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,,DBG,,M. Shepherd,,7/10/1977,1977,4/29/2024 10:54,Beaver pond,,,,,,"Bailey, Beaver Pond",,39.403749,-105.472359,13N 0459331E 4361689N,,,Terrain Navigator,,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3058550,3058550,cfe5aad2-0378-4ae6-9f45-3199480f521c,KHD00006757,4861,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Gunnison,DBG,,Helen Marsh Zeiner,,8/18/1977,1977,4/29/2024 10:54,Wet sandbar.,,"On sandbar, very wet.",,,,Middle Fork of the Quartz about 4 miles above Pitkin.,,38.612507,-106.441627,13N 0374486E 4274763N,,,"Terrain Navigator, Graphical Locator",,Certainty code: 1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3058548,3058548,521cf54b-70fd-490c-b19e-3768bc44a782,KHD00006758,4860,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Gunnison,DBG,,Helen Marsh Zeiner,,8/17/1978,1978,4/29/2024 10:54,"Wet, sandy bank.",,,,,,"Taylor Park, along Taylor Creek",,38.993433,-106.703497,13N 0352473E 4317428N,,,"Terrain Navigator, Graphical Locator",,Certainty code: 1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3058544,3058544,a69afbbf-574f-4abb-927e-a8b9d9e202e6,KHD00006759,4859,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,El Paso,DBG,,Helen Marsh Zeiner,,8/24/1943,1943,4/29/2024 10:54,Beaver Pond,,,,,,"Beaver Pond, Rampart Range Road near Colorado Springs",,38.87961,-104.896413,13N 0508985E 4303422N,,,Terrain Navigator,,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3058555,3058555,f7f088b4-f663-4bb7-a6b0-6572818012c9,KHD00006756,4863,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,El Paso,DBG,,John B. Hartwell,1569,6/9/1943,1943,4/29/2024 10:54,,,,,,,"Colorado Springs, Bank of Fountain Creek at S. Tejon St. bridge.",,38.806421,-104.82365,13N 0515312E 4295310N,,,Terrain Navigator,,Certainty code: 6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3058558,3058558,079f26de-06f2-4f62-ac10-eda6d08dc250,KHD00006766,4866,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Grand,DBG,,Pamela Regensberg,11,8/29/2004,2004,4/29/2024 10:54,"Dry, rocky moil on steep slope; SE-facing",,"Flowers yellow; common in mountainous area; erect, up to 14 inches tall",,,flower,"One mi from trailhead on trail edge; Continental Divide Trail beginning at parking lot of old Berthoud Pass Ski area, off US 40",,39.8,-105.78333,13N 0433263E 4405589N,,,"Terrain Navigator, Graphical Locater",,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3056499,3056499,452f269c-d843-4261-8dd6-1e0b58b88279,KHD00021003,45274,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,El Paso,DBG,,Dina Clark,3023,8/17/2009,2009,4/29/2024 10:54,"Spring in minor drainage on steep rocky slope near Picea engelmannii - Pinus aristata timberline forest; assoicates include Pentaphylloides floribunda, Juniperus communis, Juncus drummondii, Phleum commutatum. Granitic substrate.",,"Rays yellow to pinkish, discs yellow; fruit beak ? 0.5 body lenght; occasional.",2009 Floristic Survey of Windy Point & vicinity,,flower,"Windy Point and Vicinity., Pike-San Isabel National Forest, Pikes Peak, Ruxton Creek headwaters, below cog railway at Windy Point stop.",,38.8156,-105.01942,NAD83 13S 0498314E 4296314N,,,"Terrain Navigator, Graphical Locater",,Certainty code: 1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3057748,3057748,3396c70e-5534-4607-94a5-8d61c33f6bff,KHD00026910,47483,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
